Reward
-107.12831119405205
-107.06623556323449
-116.91037085119808
-102.70140628693203
-107.15817612327425
-118.26215476487278
-98.93680414365205
-97.58987845851637
-90.57442680833417
-109.58359278165474
-113.46522024368122
-114.96153687538083
-135.8768916644033
-185.90750055699817
-150.97010144997105
-109.69505467036156
-112.58905352847688
-137.66125419845346
-83.62335865913772
-174.4810178423021
-101.8868467142783
-131.77272723432444
-107.79805890666371
-126.10361847529921
-104.61327732184282
-137.42805823346848
-103.2747084364516
-106.48045355798267
-110.26849007781136
-110.31619925207434
-105.69863943080914
-109.58726009795765
-99.19077075399538
-129.2233334087147
-110.33961779802455
-111.70455897801183
-111.7757099486053
-107.8749311571993
-130.60820805410165
-112.4327836060129
-101.77232878827155
-107.84972620088756
-108.59145258989098
-112.55448634277917
-106.55825401792427
-119.9882352072676
-106.80839934984135
-107.02207958486005
-106.6019524056205
-125.57236825185205
-106.6252047054292
-107.93141741975049
-105.69089853549774
-114.01838050113085
-124.20225826758465
-111.30406156702874
-107.25351959558216
-114.7030753204322
-112.98254302530762
-112.10704586938235
-112.2955380693838
-108.75134757034816
-114.38453769745094
-109.5073781785719
-107.93214595403472
-102.84783901267387
-104.8188716194801
-106.57193434156427
-107.4046579014978
-109.33743498619795
-112.37579910112284
-107.9051651975659
-105.77433908214047
-109.08825916702239
-107.82667949532195
-126.81671225161764
-120.24637205477308
-115.2861775335487
-152.61452513941396
-107.68831270119362
-118.20293920569519
-148.59677806581303
-117.54377079870962
-113.77936253833
-111.60179957101407
-116.7770158237555
-111.24288321067927
-117.16799001606466
-118.44511007830886
-108.59660888395383
-115.17666092544843
-108.77496521234919
-120.76571096598855
-109.94289557100646
-111.56241064865341
-118.13108623417864
-232.44724990263475
-115.04827132113986
-127.60449903244265
-104.64225202254939
-119.52518098691851
-118.63667117937418
-109.68134644184435
-113.07152913680585
-217.64995930846914
-115.8775753718113
-169.2897216677706
-108.40652561895551
-101.43597613054811
-115.75367622362788
-158.75807948599035
-128.82563073175848
-114.75642399415474
-139.45045147562533
-178.79815431764646
-106.01759186058466
-102.70083295436986
-144.86366766885828
-117.2628174191075
-129.8532590165486
-149.2259949629444
-104.49237282220871
-104.79218643055682
-101.4137015321138
-106.01961119700721
-110.08950667482492
-101.52092224895246
-102.07017976434801
-106.8736447523086
-99.88512689653734
-103.69314870362642
-104.90401920380344
-102.19881277914308
-106.9074805876152
-107.31933883269764
-109.53747632798452
-103.09053193006974
-133.7137143412935
-111.60738838394707
-105.03011728934783
-102.65424995691181
-100.51888898982878
-102.62660812389974
-141.18514885049075
-133.29422419899316
-106.23326393089444
-113.25811804041092
-101.63524573182414
-122.78210897348808
-105.76752733004602
-103.59535279777063
-143.0417308654698
-142.85837271639605
-130.8595441009931
-109.07460558846084
-131.2489203712288
-107.17079230865689
-102.91278998024501
-103.98753023266333
-100.56793514847072
-137.686084200812
-101.04702634401372
-97.77984737178049
-103.38987893236342
-129.85078072347554
-102.67167064861532
-113.06512244180976
-101.94568086504452
-132.6977987464849
-102.34224353886893
-102.70165247015767
-107.57200859077686
-136.8864023517405
-105.71100618603143
-103.38974460268629
-143.55816667604483
-137.57138038758498
-104.91078750460657
-118.081761611237
-156.05958876046967
-107.75063493937515
-109.64845615768283
-117.17332199118373
-167.71136638502196
-121.21534214995143
-102.90782070511082
-120.30362469829397
-101.60111819565334
-119.8809882944816
-113.05196340647191
-105.15455145722554
-128.63170298635313
-123.20655797170339
-122.17752994168973
-146.71396923664616
-122.47207312954464
-137.9753619076868
-137.6306771971079
-136.84844214999077
-106.52008444910783
-154.30593374824406
-187.16903461670273
-145.6112866588951
-98.62248605412137
-139.12448547204565
-91.1219238722694
-92.74420603409982
-90.7574837768614
-94.57782126495168
-97.63982364723267
-97.83205837208705
-93.54045056066188
-77.4580279433684
-83.46538901779249
-88.3929774891335
-119.90312256046631
-118.2080795726811
-92.36709816856657
-80.01553038139332
-122.26464330202813
-95.95152051668154
-111.38061678195572
-124.26316724200024
-114.05548581960785
-99.70994711600281
-97.31676251977561
-102.74202791587462
-109.84932322076553
-92.07689974336314
-110.2398446130956
-103.9353848855839
-101.9564589967857
-117.45338272617013
-98.98043081848958
-107.7715941535146
-110.0760051756002
-106.29456383496604
-98.9055764537846
-99.90779244455332
-93.32534626900345
-91.08111026750663
-108.96159640601341
-112.21775575493214
-104.19297381585315
-116.45555903248537
-98.82229568656236
-100.6895111560624
-92.41671260582146
-110.94689969288198
-100.17727537628573
-87.59562504297723
-86.8575145239156
-103.80995332788203
-92.98513090405113
-92.78712821970417
-109.27943158427527
-92.67520343387078
-93.77313805402916
-101.74227595367147
-145.0561548435326
-97.96064012387899
-104.4753339557917
